id,Author list,title,Year,m_control,n_control,sd_control,se_control,m_treatment,n_treatment,sd_treatment,se_treatment,m_Measure,m_raw,m_time,m_Location,Species,Treatment_Type,Treatment_Overall,Treatment_Name,Sex,Strain,Other Variables,notes,mice900_keep
733,"Turturro, A. and Duffy, P. and Hass, B. and Kodell, R. and Hart, R.",Survival characteristics and age-adjusted disease incidences in C57BL/6 mice fed a commonly used cereal-based diet modulated by dietary restriction,2002,803,266,,,963,266,,,median,N,days,Table1 lifespan + se + ss in text(animals section),mice,Percent Reduction,Dietary restriction,DR-Male,male,C57BL/6NNia mice,None,sample size from total (pathology + lg),Y
734,"Turturro, A. and Duffy, P. and Hass, B. and Kodell, R. and Hart, R.",Survival characteristics and age-adjusted disease incidences in C57BL/6 mice fed a commonly used cereal-based diet modulated by dietary restriction,2002,736,56,,,1014,56,,,median,N,days,Table1 lifespan + se + ss in text(animals section),mice,Percent Reduction,Dietary restriction,DR-Female,female,C57BL/6NNia mice,None,ss from lg only,Y
735,"Turturro, A. and Duffy, P. and Hass, B. and Kodell, R. and Hart, R.",Survival characteristics and age-adjusted disease incidences in C57BL/6 mice fed a commonly used cereal-based diet modulated by dietary restriction,2002,810,56,,,960,56,,,median,N,days,Table1 lifespan + se + ss in text(animals section),mice,Percent Reduction,Dietary restriction,DR-Male,male,C57BL/6NNia mice,None,ss from lg only,Y
736,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,607.3686,2024,,,986.316,2148,,,median,N,days,fig14,mice,Percent Reduction,Dietary restriction,B6-EM mice,female,B6-EM mice,None,approxiamte sample due to comined samples  ,Y
737,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,678.125,852,,,825.0001,848,,,median,N,days,fig11,mice,Percent Reduction,Dietary restriction,D2 mice,female,D2 mice,None,approxiamte sample due to comined samples  ,N
738,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,746.5967,600,,,909.9475,600,,,median,N,days,fig18,rats,Percent Reduction,Dietary restriction,F344-PUR rats,male,F344-PUR rats,None,approxiamte sample due to comined samples  ,NA
739,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,749.4739,2036,,,989.4737,2152,,,median,N,days,fig14,mice,Percent Reduction,Dietary restriction,B6-EM mice,male,B6-EM mice,None,approxiamte sample due to comined samples  ,Y
740,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,753.125,1469,,,953.1251,1452,,,median,N,days,fig13,mice,Percent Reduction,Dietary restriction,B6-NIH mice,female,B6-NIH mice,None,approxiamte sample due to comined samples  ,Y
741,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,759.1622,2954,,,847.1204,2704,,,median,N,days,fig17,rats,Percent Reduction,Dietary restriction,F344-NIH rats,male,F344-NIH rats,None,approxiamte sample due to comined samples  ,NA
742,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,768.75,1370,,,828.125,1367,,,median,N,days,fig11,mice,Percent Reduction,Dietary restriction,D2 mice,male,D2 mice,None,approxiamte sample due to comined samples  ,N
743,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,793.7171,624,,,953.9265,624,,,median,N,days,fig18,rats,Percent Reduction,Dietary restriction,F344-PUR rats,female,F344-PUR rats,None,approxiamte sample due to comined samples  ,NA
744,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,793.7174,2020,,,906.8064,1976,,,median,N,days,fig17,rats,Percent Reduction,Dietary restriction,F344-NIH rats,female,F344-NIH rats,None,approxiamte sample due to comined samples  ,NA
745,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,803.1251,3192,,,959.375,2751,,,median,N,days,fig13,mice,Percent Reduction,Dietary restriction,B6-NIH mice,male,B6-NIH mice,None,approxiamte sample due to comined samples  ,Y
746,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,841.9512,1300,,,1052.683,1299,,,median,N,days,fig10,mice,Percent Reduction,Dietary restriction,B6D2F1 mice,female,B6D2F1 mice,None,approxiamte sample due to comined samples  ,Y
747,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,887.898,1810,,,1243.312,1772,,,median,N,days,fig16,rats,Percent Reduction,Dietary restriction,F344 X BN F1 rats,female,F344 X BN F1 rats,None,approxiamte sample due to comined samples  ,NA
748,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,891.7198,1920,,,1185.988,1922,,,median,N,days,fig12,mice,Percent Reduction,Dietary restriction,B6C3F1 mice,female,B6C3F1 mice,None,approxiamte sample due to comined samples  ,Y
749,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,923.9025,3102,,,1207.805,2590,,,median,N,days,fig10,mice,Percent Reduction,Dietary restriction,B6D2F1 mice,male,B6D2F1 mice,None,approxiamte sample due to comined samples  ,Y
750,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,926.1146,1736,,,1113.376,1702,,,median,N,days,fig15,rats,Percent Reduction,Dietary restriction,BN rats,male,BN rats,None,approxiamte sample due to comined samples  ,NA
751,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,929.9362,1711,,,1163.057,1745,,,median,N,days,fig15,rats,Percent Reduction,Dietary restriction,BN rats,female,BN rats,None,approxiamte sample due to comined samples  ,NA
752,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,979.6179,2049,,,1315.924,2021,,,median,N,days,fig12,mice,Percent Reduction,Dietary restriction,B6C3F1 mice,male,B6C3F1 mice,None,approxiamte sample due to comined samples  ,Y
753,"Turturro, A. and Witt, W. W. and Lewis, S. and Hass, B. S. and Lipman, R. D. and Hart, R. W.",Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,1999,991.0826,2278,,,1182.166,2205,,,median,N,days,fig16,rats,Percent Reduction,Dietary restriction,F344 X BN F1 rats,male,F344 X BN F1 rats,None,approxiamte sample due to comined samples  ,NA
754,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,676,33,143.6140662,25,845,38,295.8918721,48,mean,N,days,table 1,mice,Percent Reduction,Dietary restriction,RI-115 mice,female,RI-115 mice,None,,N
755,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,676,33,143.6140662,25,782,38,228.0833181,37,mean,N,days,table 1,mice,Percent Reduction,Dietary restriction,RI-115 mice,female,RI-115 mice,None,,N
756,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,676,33,143.6140662,25,720,35,201.1467126,34,mean,N,days,table 1,mice,Percent Reduction,Dietary restriction,RI-115 mice,female,RI-115 mice,None,,N
757,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,774,35,242.5592711,41,956,45,228.0789337,34,mean,N,days,table 1,mice,Percent Reduction,Dietary restriction,RI-107 mice,female,RI-107 mice,None,,Y
758,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,851,36,192,32,914,43,281.9698565,43,mean,N,days,table 1,mice,Percent Reduction,Dietary restriction,RI-115 mice,male,RI-115 mice,None,,Y
759,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,851,36,192,32,887,40,208.7103256,33,mean,N,days,table 1,mice,Percent Reduction,Dietary restriction,RI-115 mice,male,RI-115 mice,None,,Y
760,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,851,36,192,32,822,41,288.1405907,45,mean,N,days,table 1,mice,Percent Reduction,Dietary restriction,RI-115 mice,male,RI-115 mice,None,,Y
761,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,892,34,198.2523644,34,957,32,248.901587,44,mean,N,days,table 1,mice,Percent Reduction,Dietary restriction,RI-97 mice,female,RI-97 mice,None,,Y
762,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,894,34,174.9285568,30,684,45,234.7871376,35,mean,N,days,table 1,mice,Percent Reduction,Dietary restriction,RI-107 mice,male,RI-107 mice,None,,Y
763,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,930,39,312.2498999,50,968,29,253.1027459,47,mean,N,days,table 1,mice,Percent Reduction,Dietary restriction,RI-98 mice,female,RI-98 mice,None,,Y
764,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,953,34,64.14047084,11,868,25,185,37,mean,N,days,table 1,mice,Percent Reduction,Dietary restriction,RI-97 mice,male,RI-97 mice,None,,Y
765,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,1071,31,105.7875229,19,967,30,202.6573463,37,mean,N,days,table 1,mice,Percent Reduction,Dietary restriction,RI-98 mice,male,RI-98 mice,None,,Y
766,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,620,33,,,929,38,,,median,N,days,table 1,mice,Percent Reduction,Dietary restriction,RI-115 mice,female,RI-115 mice,None,,N
767,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,620,33,,,788,38,,,median,N,days,table 1,mice,Percent Reduction,Dietary restriction,RI-115 mice,female,RI-115 mice,None,,N
768,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,620,33,,,697,35,,,median,N,days,table 1,mice,Percent Reduction,Dietary restriction,RI-115 mice,female,RI-115 mice,None,,N
769,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,846,35,,,1049,45,,,median,N,days,table 1,mice,Percent Reduction,Dietary restriction,RI-107 mice,female,RI-107 mice,None,,Y
770,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,882,36,,,960,43,,,median,N,days,table 1,mice,Percent Reduction,Dietary restriction,RI-115 mice,male,RI-115 mice,None,,Y
771,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,882,36,,,882,40,,,median,N,days,table 1,mice,Percent Reduction,Dietary restriction,RI-115 mice,male,RI-115 mice,None,,Y
772,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,882,36,,,918,41,,,median,N,days,table 1,mice,Percent Reduction,Dietary restriction,RI-115 mice,male,RI-115 mice,None,,Y
773,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,930,34,,,729,45,,,median,N,days,table 1,mice,Percent Reduction,Dietary restriction,RI-107 mice,male,RI-107 mice,None,,Y
774,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,951,34,,,1050,32,,,median,N,days,table 1,mice,Percent Reduction,Dietary restriction,RI-97 mice,female,RI-97 mice,None,,Y
775,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,966,34,,,936,25,,,median,N,days,table 1,mice,Percent Reduction,Dietary restriction,RI-97 mice,male,RI-97 mice,None,,Y
776,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,1060,39,,,1079,29,,,median,N,days,table 1,mice,Percent Reduction,Dietary restriction,RI-98 mice,female,RI-98 mice,None,,Y
777,"Unnikrishnan, A. and Matyi, S. and Garrett, K. and Ranjo-Bishop, M. and Allison, D. B. and Ejima, K. and Chen, X. and Dickinson, S. and Richardson, A.",Reevaluation of the effect of dietary restriction on different recombinant inbred lines of male and female mice,2021,1069,31,,,1045,30,,,median,N,days,table 1,mice,Percent Reduction,Dietary restriction,RI-98 mice,male,RI-98 mice,None,,Y
778,"Vermeij, Wilbert P. and Alyodawi, Khalid and van Galen, Ivar and von der Heide, Jennie L. and Birkisdottir, Maria B. and van't Sant, Lisanne J. and Ozinga, Rutger A. and Komninos, Daphne S. J. and Smit, Kimberly and Rijksen, Yvonne M. A. and Brandt, Renata M. C. and Barnhoorn, Sander and Jaarsma, Dick and Vaiyapuri, Sathivel and Ritvos, Olli and Huber, Tobias B. and Kretz, Oliver and Patel, Ketan",Improved health by combining dietary restriction and promoting muscle growth in DNA repair-deficient progeroid mice,2024,21.66,3,,,29.55,3,,,median,N,weeks,Figure S1E,mice,Percent Reduction,Dietary restriction, Ercc1∆/−Mock,female, Ercc1∆/−,Progeroid mice,,N
779,"Vermeij, Wilbert P. and Alyodawi, Khalid and van Galen, Ivar and von der Heide, Jennie L. and Birkisdottir, Maria B. and van't Sant, Lisanne J. and Ozinga, Rutger A. and Komninos, Daphne S. J. and Smit, Kimberly and Rijksen, Yvonne M. A. and Brandt, Renata M. C. and Barnhoorn, Sander and Jaarsma, Dick and Vaiyapuri, Sathivel and Ritvos, Olli and Huber, Tobias B. and Kretz, Oliver and Patel, Ketan",Improved health by combining dietary restriction and promoting muscle growth in DNA repair-deficient progeroid mice,2024,18.96,3,,,32.11,3,,,median,N,weeks,Figure S1E,mice,Percent Reduction,Dietary restriction, Ercc1∆/−sActRIIB,female, Ercc1∆/−,Progeroid mice,,N
780,"Vermeij, Wilbert P. and Alyodawi, Khalid and van Galen, Ivar and von der Heide, Jennie L. and Birkisdottir, Maria B. and van't Sant, Lisanne J. and Ozinga, Rutger A. and Komninos, Daphne S. J. and Smit, Kimberly and Rijksen, Yvonne M. A. and Brandt, Renata M. C. and Barnhoorn, Sander and Jaarsma, Dick and Vaiyapuri, Sathivel and Ritvos, Olli and Huber, Tobias B. and Kretz, Oliver and Patel, Ketan",Improved health by combining dietary restriction and promoting muscle growth in DNA repair-deficient progeroid mice,2024,23.13,3,,,39.02,3,,,median,N,weeks,Figure S1F,mice,Percent Reduction,Dietary restriction, Ercc1∆/−Mock,male, Ercc1∆/−,Progeroid mice,,N
781,"Vermeij, Wilbert P. and Alyodawi, Khalid and van Galen, Ivar and von der Heide, Jennie L. and Birkisdottir, Maria B. and van't Sant, Lisanne J. and Ozinga, Rutger A. and Komninos, Daphne S. J. and Smit, Kimberly and Rijksen, Yvonne M. A. and Brandt, Renata M. C. and Barnhoorn, Sander and Jaarsma, Dick and Vaiyapuri, Sathivel and Ritvos, Olli and Huber, Tobias B. and Kretz, Oliver and Patel, Ketan",Improved health by combining dietary restriction and promoting muscle growth in DNA repair-deficient progeroid mice,2024,20.63,3,,,41.93,3,,,median,N,weeks,Figure S1F,mice,Percent Reduction,Dietary restriction, Ercc1∆/−sActRIIB,male, Ercc1∆/−,Progeroid mice,,N
782,"Vermeij, Wilbert P. and Alyodawi, Khalid and van Galen, Ivar and von der Heide, Jennie L. and Birkisdottir, Maria B. and van't Sant, Lisanne J. and Ozinga, Rutger A. and Komninos, Daphne S. J. and Smit, Kimberly and Rijksen, Yvonne M. A. and Brandt, Renata M. C. and Barnhoorn, Sander and Jaarsma, Dick and Vaiyapuri, Sathivel and Ritvos, Olli and Huber, Tobias B. and Kretz, Oliver and Patel, Ketan",Improved health by combining dietary restriction and promoting muscle growth in DNA repair-deficient progeroid mice,2024,20.8,6,,,34.11,6,,,median,N,weeks,Fig 1D,mice,Percent Reduction,Dietary restriction, Ercc1∆/−lateActRIIB,mixed, Ercc1∆/−,Progeroid mice,,N
783,"Vermeij, Wilbert P. and Alyodawi, Khalid and van Galen, Ivar and von der Heide, Jennie L. and Birkisdottir, Maria B. and van't Sant, Lisanne J. and Ozinga, Rutger A. and Komninos, Daphne S. J. and Smit, Kimberly and Rijksen, Yvonne M. A. and Brandt, Renata M. C. and Barnhoorn, Sander and Jaarsma, Dick and Vaiyapuri, Sathivel and Ritvos, Olli and Huber, Tobias B. and Kretz, Oliver and Patel, Ketan",Improved health by combining dietary restriction and promoting muscle growth in DNA repair-deficient progeroid mice,2024,21.8,6,,,36,6,,,median,N,weeks,Fig 1B,mice,Percent Reduction,Dietary restriction, Ercc1∆/−Mock,mixed, Ercc1∆/−,Progeroid mice,,N
784,"Vermeij, Wilbert P. and Alyodawi, Khalid and van Galen, Ivar and von der Heide, Jennie L. and Birkisdottir, Maria B. and van't Sant, Lisanne J. and Ozinga, Rutger A. and Komninos, Daphne S. J. and Smit, Kimberly and Rijksen, Yvonne M. A. and Brandt, Renata M. C. and Barnhoorn, Sander and Jaarsma, Dick and Vaiyapuri, Sathivel and Ritvos, Olli and Huber, Tobias B. and Kretz, Oliver and Patel, Ketan",Improved health by combining dietary restriction and promoting muscle growth in DNA repair-deficient progeroid mice,2024,19.2,6,,,35.2,6,,,median,N,weeks,Fig 1B,mice,Percent Reduction,Dietary restriction, Ercc1∆/−sActRIIB,mixed, Ercc1∆/−,Progeroid mice,,N
785,"Wang, Qingyi and Xu, Jilei and Luo, Man and Jiang, Yao and Gu, Yanrou and Wang, Qiwen and He, Jiamin and Sun, Yong and Lin, Yifeng and Feng, Lijun and Chen, Shujie and Hou, Tongyao",Fasting mimicking diet extends lifespan and improves intestinal and cognitive health,2024,140.6728,10,38.6823,12.232416,192.6606,10,21.75879,6.880734,mean,N,days,Fig1B,mice,Fasted,Dietary restriction,FMD,female,C57/BL6J,None,,N
786,"Wang, Qingyi and Xu, Jilei and Luo, Man and Jiang, Yao and Gu, Yanrou and Wang, Qiwen and He, Jiamin and Sun, Yong and Lin, Yifeng and Feng, Lijun and Chen, Shujie and Hou, Tongyao",Fasting mimicking diet extends lifespan and improves intestinal and cognitive health,2024,148,10,,,189,10,,,median,N,days,Table1F,mice,Fasted,Dietary restriction,FMD,female,C57/BL6J,None,,N
787,"Wang, X. and Du, X. and Zhou, Y. and Wang, S. and Su, F. and Zhang, S.",Intermittent food restriction initiated late in life prolongs lifespan and retards the onset of age-related markers in the annual fish Nothobranchius guentheri,2017,46.54275,50,,,50.52044,50,,,median,N,weeks,Fig3,redtail killifish,Fasted,Dietary restriction,IFR,male,Fish,None,,NA
788,"Wei, J. and Qi, H. and Liu, K. and Zhao, C. and Bian, Y. and Li, G.","Effects of Metformin on Life Span, Cognitive Ability, and Inflammatory Response in a Short-Lived Fish",2020,307.6,49,,,355.5,48,,,mean,N,days,text below resuts,redtail killifish,Metformin,Metformin,Met-total,mixed,Fish,None,,NA
789,"Wei, J. and Qi, H. and Liu, K. and Zhao, C. and Bian, Y. and Li, G.","Effects of Metformin on Life Span, Cognitive Ability, and Inflammatory Response in a Short-Lived Fish",2020,284,49,,,374,48,,,median,N,days,Fig 1A,redtail killifish,Metformin,Metformin,Met-total,mixed,Fish,None,,NA
790,"Wei, J. and Qi, H. and Liu, K. and Zhao, C. and Bian, Y. and Li, G.","Effects of Metformin on Life Span, Cognitive Ability, and Inflammatory Response in a Short-Lived Fish",2020,272,29,,,388,28,,,median,N,days,Fig 1A,redtail killifish,Metformin,Metformin,Met-male,male,Fish,None,,NA
791,"Wei, J. and Qi, H. and Liu, K. and Zhao, C. and Bian, Y. and Li, G.","Effects of Metformin on Life Span, Cognitive Ability, and Inflammatory Response in a Short-Lived Fish",2020,330,20,,,380,20,,,median,N,days,Fig 1A,redtail killifish,Metformin,Metformin,Met-female,female,Fish,None,,NA
792,"Weindruch, R. and Walford, R. L.",Dietary restriction in mice beginning at 1 year of age: effect on life-span and spontaneous cancer incidence,1982,24.9,24,4.409081537,0.9,38.2,29,7.53923073,1.4,mean,N,months,p1417,mice,Percent Reduction,Dietary restriction,Restricted,male,B6 mice,None,,Y
793,"Weindruch, R. and Walford, R. L.",Dietary restriction in mice beginning at 1 year of age: effect on life-span and spontaneous cancer incidence,1982,33,68,5.772347876,0.7,36.9,67,5.72974694,0.7,mean,N,months,p1417,mice,Percent Reduction,Dietary restriction,Restricted,male,BlOC3FI mice,None,,Y
794,"Weindruch, R. and Walford, R. L.",Dietary restriction in mice beginning at 1 year of age: effect on life-span and spontaneous cancer incidence,1982,26.1,24,,,33.7,29,,,median,N,months,fig.1,mice,Percent Reduction,Dietary restriction,Restricted,male,B6 mice,None,,Y
795,"Weindruch, R. and Walford, R. L.",Dietary restriction in mice beginning at 1 year of age: effect on life-span and spontaneous cancer incidence,1982,33.2,68,,,36.7,67,,,median,N,months,fig.1,mice,Percent Reduction,Dietary restriction,Restricted,male,BlOC3FI mice,None,,Y
796,"Weindruch, R. and Walford, R. L. and Fligiel, S. and Guthrie, D.","The retardation of aging in mice by dietary restriction: longevity, cancer, immunity and lifetime energy intake",1986,32.7,57,5.284884105,0.7,42.3,71,7.583534796,0.9,mean,N,months,table 3,mice,Percent Reduction,Dietary restriction,NR50,female,C3B10RF,None,control is N/N85 (others not done as different feeding during weaning),Y
797,"Weindruch, R. and Walford, R. L. and Fligiel, S. and Guthrie, D.","The retardation of aging in mice by dietary restriction: longevity, cancer, immunity and lifetime energy intake",1986,32.7,57,5.284884105,0.7,45.1,60,6.971370023,0.9,mean,N,months,table 3,mice,Percent Reduction,Dietary restriction,NR40,female,C3B10RF,None,control is N/N85 (others not done as different feeding during weaning),Y
798,"Weindruch, R. and Walford, R. L. and Fligiel, S. and Guthrie, D.","The retardation of aging in mice by dietary restriction: longevity, cancer, immunity and lifetime energy intake",1986,32.7,57,5.284884105,0.7,39.7,56,6.734983296,0.9,mean,N,months,table 3,mice,Percent Reduction,Dietary restriction,NR50lopro,female,C3B10RF,None,control is N/N85 (others not done as different feeding during weaning),Y
799,"Weindruch, R. and Walford, R. L. and Fligiel, S. and Guthrie, D.","The retardation of aging in mice by dietary restriction: longevity, cancer, immunity and lifetime energy intake",1986,32.7,57,5.284884105,0.7,42.9,56,6.734983296,0.9,mean,N,months,table 3,mice,Percent Reduction,Dietary restriction,RR50,female,C3B10RF,None,control is N/N85 (others not done as different feeding during weaning),Y
800,"Weindruch, R. and Walford, R. L. and Fligiel, S. and Guthrie, D.","The retardation of aging in mice by dietary restriction: longevity, cancer, immunity and lifetime energy intake",1986,33,57,,,43,71,,,median,N,months,Figure2,mice,Percent Reduction,Dietary restriction,NR50,female,C3B10RF,None,control is N/N85 (others not done as different feeding during weaning),Y
801,"Weindruch, R. and Walford, R. L. and Fligiel, S. and Guthrie, D.","The retardation of aging in mice by dietary restriction: longevity, cancer, immunity and lifetime energy intake",1986,33,57,,,46,60,,,median,N,months,Figure2,mice,Percent Reduction,Dietary restriction,NR40,female,C3B10RF,None,control is N/N85 (others not done as different feeding during weaning),Y
